formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb7Mo58Ta18W17,7,58,18,17,0.7697,Nb7 Mo58 Ta18 W17,Nb0.05162610139001849 Mo0.44172650499934246 Ta0.25855429455728934 W0.24809309905334967 ,Nb0.07Mo0.58Ta0.18W0.17,0.02247767405863731,6.648978673288044,0.006260548180950982,1.6096000000000001,1.0440988013085488,-0.009245054468392737,125.98366500000002,12597.2065,-18.298131126613765,0.061841916415979546,0.13366500000000003,5.750000000000001,4.300000000000001,7.456500000000001,18.0,2.0,0,16.0,0,108.15750000000001,0.2932760763815851,16.116915000000002,-0.047467173568732944
Nb26Mo28Ta45W1,26,28,45,1,1.246,Nb26 Mo28 Ta45 W1,Nb0.1798851234218231 Mo0.20004795097971484 Ta0.6063765181607366 W0.013690407437725507 ,Nb0.26Mo0.28Ta0.45W0.01,0.01831413363051435,6.285710553867146,-0.007924753115922684,1.3582000000000003,1.0437580212249518,-0.009245581229551478,134.28940480000003,13428.38048,-27.565219882271315,0.06508094792430953,0.1250250000000001,5.29,4.476400000000001,7.611800000000001,18.0,2.0,0,16.0,0,74.5977,0.4046114633902823,16.075227,-0.07404168252410026
Nb25Mo11Ta56W8,25,11,56,8,1.1826,Nb25 Mo11 Ta56 W8,Nb0.15503206417619977 Mo0.07044146531495929 Ta0.6763593661936279 W0.09816710431521304 ,Nb0.25Mo0.11Ta0.56W0.08,0.02111066034687616,7.7052959173422595,-0.01585830213019268,1.4028,1.0437200706509726,-0.009279508807536986,149.8202078,14981.80078,-20.821947713776073,0.06277601228434912,0.10338000000000006,5.190000000000001,3.7864000000000004,7.890700000000001,18.0,2.0,0,16.0,0,72.8007,0.44288264140729133,15.841227000000002,-0.07630624407994718
Nb21Mo24Ta9W46,21,24,9,46,1.1778,Nb21 Mo24 Ta9 W46,Nb0.1360670876192412 Mo0.16058286861234472 Ta0.11357539727846434 W0.5897746464899498 ,Nb0.21Mo0.24Ta0.09W0.46,0.02676399230052902,5.73788115474861,0.002658263689481819,1.9973999999999998,1.044229191213092,-0.010343965365836729,143.392449,14338.764899999998,-14.440600893589048,0.07173847659666442,0.16326,5.700000000000001,5.892,8.0495,18.0,2.0,0,16.0,0,112.221,0.40953161802672333,24.31386,-0.09262908173981096
Nb34Mo19Ta43W4,34,19,43,4,1.2012,Nb34 Mo19 Ta43 W4,Nb0.23402464936986123 Mo0.1350487170210375 Ta0.5764466271639599 W0.05448000644514123 ,Nb0.34Mo0.19Ta0.43W0.04,0.018886331697689777,7.253435328561526,-0.006562557194572018,1.3521999999999998,1.0437490841942467,-0.009760605881570123,134.9817576,13497.79576,-27.364124094213714,0.0631580545197257,0.11202000000000008,5.23,4.1012,7.7086,18.0,2.0,0,16.0,0,70.38990000000001,0.45693737850874205,16.776483,-0.08088357334900322
Nb15Mo20Ta32W33,15,20,32,33,1.6523,Nb15 Mo20 Ta32 W33,Nb0.09186858433224478 Mo0.12649109036194017 Ta0.38171014617271637 W0.39993017913309864 ,Nb0.15Mo0.2Ta0.32W0.33,0.030058926541662603,5.5465004857841995,-0.00944904176658156,2.316,1.0440396466577488,-0.011115262765573569,151.69847860000002,15169.44786,-12.301917203300931,0.07925256378257252,0.18262500000000004,5.53,6.540800000000001,8.028500000000001,18.0,2.0,0,16.0,0,101.2449,0.4277967893051814,23.943003,-0.0922683814468638
Nb24Mo8Ta56W12,24,8,56,12,1.1988,Nb24 Mo8 Ta56 W12,Nb0.14538927770590535 Mo0.05004553079169432 Ta0.660719500746536 W0.14384569075586434 ,Nb0.24Mo0.08Ta0.56W0.12,0.023402500605742015,7.1358946025226855,-0.01590717343101722,1.5552000000000001,1.0437423844456017,-0.009342410195026993,153.365944,15336.4344,-17.05824711423284,0.06636810786189379,0.11184000000000005,5.2,4.16,7.9664,18.0,2.0,0,16.0,0,75.072,0.4659763739136516,17.16,-0.08479743161656042
Nb35Mo1Ta36W28,35,1,36,28,1.296,Nb35 Mo1 Ta36 W28,Nb0.2166471312987963 Mo0.006392033964515528 Ta0.4340056265542514 W0.3429552081824367 ,Nb0.35Mo0.01Ta0.36W0.28,0.02922490021001213,4.966570990204542,-0.0019069949917799977,2.0908,1.0438993902523717,-0.009458956555293213,150.0932698,15009.306980000001,-11.074832256013845,0.07930045209007285,0.15378000000000003,5.29,6.1144,8.1257,18.0,2.0,0,16.0,0,81.8337,0.5706665398792297,24.301586999999998,-0.13150903152195254
Nb16Mo20Ta4W60,16,20,4,60,0.8202,Nb16 Mo20 Ta4 W60,Nb0.09805750239572647 Mo0.12657414888845628 Ta0.047745098820451366 W0.7276232498953659 ,Nb0.16Mo0.2Ta0.04W0.6,0.024439918533604874,6.294887048683856,0.009747231726297732,1.6768,1.0443513075056128,-0.008732618413044412,151.598936,15159.4936,-14.61991930302196,0.06295688126514713,0.13199999999999995,5.8,4.672,8.2392,18.0,2.0,0,16.0,0,123.702,0.34661232732275216,20.66208,-0.0739772475280201
Nb1Mo45Ta27W27,1,45,27,27,0.7774,Nb1 Mo45 Ta27 W27,Nb0.006515411894631097 Mo0.3027670195813338 Ta0.34262070248380755 W0.34809686604022766 ,Nb0.01Mo0.45Ta0.27W0.27,0.026675638029689405,6.37639446739349,0.0040709887398970145,1.9890000000000003,1.0441102002088374,-0.009248661193188897,142.6037914,14259.47914,-12.997183148245623,0.06656262766298339,0.15052500000000002,5.72,4.6656,7.7347,18.0,2.0,0,16.0,0,112.3356,0.28468326537468314,17.142408000000003,-0.03920376253003041
Nb28Mo11Ta11W50,28,11,11,50,2.0351,Nb28 Mo11 Ta11 W50,Nb0.17530515295202997 Mo0.0711186511919677 Ta0.13413351221227882 W0.6194426836437235 ,Nb0.28Mo0.11Ta0.11W0.5,0.029173181275049472,4.6550063274031785,-0.003720545772215028,2.1474,1.0442016598787802,-0.009882057483843085,148.39365320000002,14839.14532,-11.61127188933372,0.07915479333401246,0.18024000000000004,5.61,7.001200000000001,8.2108,18.0,2.0,0,16.0,0,107.2833,0.4736086774971903,26.802147,-0.11526541482243904
Nb26Mo30Ta18W26,26,30,18,26,1.7764,Nb26 Mo30 Ta18 W26,Nb0.18120366741839397 Mo0.21590816457617024 Ta0.2443284843949287 W0.3585596836105071 ,Nb0.26Mo0.3Ta0.18W0.26,0.026359012794732392,5.561548191500815,-0.007255491864516952,2.0504000000000002,1.0440532799504194,-0.011392955672938961,133.3126772,13330.66772,-16.397518359904463,0.07617696628557367,0.17670000000000002,5.56,6.425599999999999,7.7862,18.0,2.0,0,16.0,0,96.62279999999998,0.4613507634631855,24.772992000000002,-0.10120144276447877
Nb27Mo11Ta47W15,27,11,47,15,1.2534,Nb27 Mo11 Ta47 W15,Nb0.16919456255852883 Mo0.07118188727768422 Ta0.5736255093836193 W0.18599804078016755 ,Nb0.27Mo0.11Ta0.47W0.15,0.025092861660375422,6.4747312054089035,-0.009537714099142825,1.7778,1.0438027756337418,-0.010274015932166014,148.2618262,14825.96262,-16.316982594121587,0.0717750558642808,0.13456500000000002,5.26,5.0168,7.9361,18.0,2.0,0,16.0,0,78.0798,0.4936011079674879,19.960332,-0.09718539693438556
Nb11Mo1Ta30W58,11,1,30,58,1.9866,Nb11 Mo1 Ta30 W58,Nb0.059385567209537755 Mo0.005574968261875363 Ta0.3154404903232119 W0.6195989742053749 ,Nb0.11Mo0.01Ta0.3W0.58,0.03363550094485991,3.971499129938091,-0.005218915647570126,2.3619999999999997,1.0441856198933444,-0.008031203824162123,172.0908658,17209.06658,-7.09879848093265,0.081925019850859,0.18168,5.59,7.0,8.492899999999999,18.0,2.0,0,16.0,0,114.6207,0.40383096715182176,23.517146999999994,-0.09191557137967454
Nb17Mo12Ta39W32,17,12,39,32,1.3985,Nb17 Mo12 Ta39 W32,Nb0.1007884147787575 Mo0.07346781349169672 Ta0.4503335060825853 W0.37541026564696056 ,Nb0.17Mo0.12Ta0.39W0.32,0.03085075353478216,5.272020931430935,-0.0158789104901109,2.3318000000000003,1.0439784283845226,-0.010704363033932175,156.7077578,15670.535779999998,-11.246807896867166,0.08133009903215671,0.18048000000000003,5.44,6.6608,8.112300000000001,18.0,2.0,0,16.0,0,96.00720000000001,0.46117870857830745,24.109872000000003,-0.10170855657194561
Nb19Mo42Ta19W20,19,42,19,20,1.8923,Nb19 Mo42 Ta19 W20,Nb0.13673803974482707 Mo0.3121326608519842 Ta0.2663160313337168 W0.2848132680694719 ,Nb0.19Mo0.42Ta0.19W0.2,0.024591624806498485,5.868159319154305,-0.002967281530765178,1.8902,1.0440510069951798,-0.010952162559487968,129.1035094,12909.51094,-18.110291174326544,0.07177103480158684,0.16536000000000003,5.62,5.7912,7.6217,18.0,2.0,0,16.0,0,99.4026,0.40186163000828884,21.857508000000003,-0.08198454371161644
Nb45Mo25Ta15W15,45,25,15,15,1.3128,Nb45 Mo25 Ta15 W15,Nb0.3469214645398543 Mo0.19902738713933568 Ta0.22522566457036933 W0.22882548375044073 ,Nb0.45Mo0.25Ta0.15W0.15,0.023063274408608024,5.112188330591586,-0.018614462505355877,1.725,1.0439377353723387,-0.010600666339749605,120.516053,12051.1053,-19.92926272880139,0.0753065568508208,0.16312500000000008,5.4,6.24,7.6615,18.0,2.0,0,16.0,0,79.062,0.5588339443399911,23.7762,-0.11640572116507668
Nb29Mo50Ta19W2,29,50,19,2,1.4316,Nb29 Mo50 Ta19 W2,Nb0.23849615335158303 Mo0.4246269563669043 Ta0.30433012369469103 W0.03254676658682163 ,Nb0.29Mo0.5Ta0.19W0.02,0.018562340218698934,4.744779353075811,-0.009966720788114032,1.3846,1.0439241921471771,-0.009139884017879433,112.9797474,11296.97474,-26.526211498678155,0.06949741723765186,0.1527000000000001,5.5200000000000005,5.671999999999999,7.322299999999999,18.0,2.0,0,16.0,0,84.87360000000001,0.4203119072030243,18.916847999999998,-0.08686343637189146
Nb1Mo43Ta20W36,1,43,20,36,0.7911,Nb1 Mo43 Ta20 W36,Nb0.006427050318517751 Mo0.28538709532132783 Ta0.25035118789239486 W0.45783466646775955 ,Nb0.01Mo0.43Ta0.2W0.36,0.026056399596578003,7.532398815684156,0.008993710347971423,1.9052,1.044199367552661,-0.00913410014067594,144.5638398,14455.52398,-13.453551851237286,0.06120731024291285,0.13409999999999994,5.79,3.9544,7.8323,18.0,2.0,0,16.0,0,118.9827,0.2649318849128189,16.698627000000002,-0.037573273091302095
Nb9Mo7Ta30W54,9,7,30,54,2.0114,Nb9 Mo7 Ta30 W54,Nb0.04958376037460931 Mo0.03982439310576245 Ta0.3219038463671192 W0.588688000152509 ,Nb0.09Mo0.07Ta0.3W0.54,0.032873840744736295,4.69805522902421,-0.0038004831039306197,2.3652,1.0441764607801294,-0.00911875915008533,168.6367382,16863.53382,-8.437909269099553,0.07991148199802196,0.18,5.61,6.662400000000001,8.3947,18.0,2.0,0,16.0,0,114.6993,0.38643841831005804,23.007987,-0.08332179012680563
Nb23Mo31Ta29W17,23,31,29,17,1.4189,Nb23 Mo31 Ta29 W17,Nb0.15847563967131809 Mo0.2205720841598841 Ta0.389171148453491 W0.23178112771530682 ,Nb0.23Mo0.31Ta0.29W0.17,0.02549570512982838,5.736570753933741,-0.012930783538584279,1.9746000000000001,1.0439512891449882,-0.011317918235043845,134.8437526,13483.75526,-17.411352046443305,0.07564220611245388,0.17092500000000005,5.48,6.1408,7.7173,18.0,2.0,0,16.0,0,90.4404,0.448795617635501,22.538088000000002,-0.09310643953710974
Nb44Mo31Ta3W22,44,31,3,22,1.4137,Nb44 Mo31 Ta3 W22,Nb0.35091079752405907 Mo0.255305355227734 Ta0.04659864308449373 W0.3471852041637131 ,Nb0.44Mo0.31Ta0.03W0.22,0.023153647985041992,4.328800893087202,-0.009338907652415457,1.741,1.0440555532017195,-0.009665881385854589,116.49964359999998,11649.344360000001,-18.030285722034595,0.07609328515182548,0.17520000000000005,5.530000000000001,6.742,7.646000000000001,18.0,2.0,0,16.0,0,88.1049,0.5447722982574504,25.811283000000003,-0.11616298043330335
Nb26Mo13Ta7W54,26,13,7,54,1.6463,Nb26 Mo13 Ta7 W54,Nb0.16259012456981056 Mo0.08394954442971314 Ta0.08525636587022083 W0.6682039651302554 ,Nb0.26Mo0.13Ta0.07W0.54,0.027845075219045154,4.7801961997687314,0.0005502504935114827,2.0082000000000004,1.0442567658603095,-0.009431040556684341,148.57041040000001,14856.781040000002,-12.163619373785558,0.07554245207020266,0.16992,5.67,6.544400000000001,8.227800000000002,18.0,2.0,0,16.0,0,112.2231,0.4442220158786742,25.663803000000005,-0.10559617090888904
Nb36Mo53Ta2W9,36,53,2,9,1.8728,Nb36 Mo53 Ta2 W9,Nb0.3201857128815825 Mo0.48677637656271955 Ta0.03464474784676971 W0.1583931627089284 ,Nb0.36Mo0.53Ta0.02W0.09,0.018156807505503414,4.1312523775270735,-0.0028823789468560555,1.3092000000000001,1.0440396466577488,-0.008307643933612868,104.4696544,10445.905439999999,-25.199904547044895,0.06868563474156199,0.15364500000000006,5.62,5.878399999999999,7.3028,18.0,2.0,0,16.0,0,90.0066,0.4597680201307085,21.338987999999997,-0.09358887334872398
Nb11Mo38Ta5W46,11,38,5,46,0.8082,Nb11 Mo38 Ta5 W46,Nb0.07284661140015532 Mo0.2598689798500522 Ta0.06449033521722686 W0.6027940735325656 ,Nb0.11Mo0.38Ta0.05W0.46,0.022596717115131053,8.3244478098077,0.012545723323551241,1.6261999999999999,1.0443028201483033,-0.009290662434785593,140.2982958,14029.06958,-18.19516436987452,0.05608265831748857,0.11789999999999995,5.84,3.6464000000000003,7.9233,18.0,2.0,0,16.0,0,121.9392,0.30518173338925786,18.629232,-0.05835055426974366
Nb26Mo24Ta32W18,26,24,32,18,1.3531,Nb26 Mo24 Ta32 W18,Nb0.17481832727901134 Mo0.16663991282223292 Ta0.4190555061992615 W0.2394862536994942 ,Nb0.26Mo0.24Ta0.32W0.18,0.026054941942792367,5.781990694180206,-0.017226987893108572,2.0,1.0439219359675265,-0.011357171437125772,138.1805804,13817.57804,-16.729769677268262,0.07654756539599207,0.16830000000000006,5.42,6.144,7.799000000000001,18.0,2.0,0,16.0,0,87.0486,0.47760904111537605,22.974468,-0.10036561103621638
Nb30Mo15Ta28W27,30,15,28,27,1.3854,Nb30 Mo15 Ta28 W27,Nb0.19550303694058396 Mo0.10094334406355959 Ta0.3553843061882617 W0.34816931280759467 ,Nb0.3Mo0.15Ta0.28W0.27,0.02837355732306561,5.404182805757103,-0.017263390375299274,2.166,1.0439716396088095,-0.011271374807772419,142.5681204,14256.512040000001,-14.00068595671411,0.07987793492122408,0.17572500000000005,5.42,6.628800000000001,7.965,18.0,2.0,0,16.0,0,89.1486,0.5172056861827229,25.364987999999997,-0.11709825062010731
Nb10Mo15Ta48W27,10,15,48,27,1.4129,Nb10 Mo15 Ta48 W27,Nb0.058003618682791136 Mo0.08984636754376257 Ta0.5422559010296317 W0.3098941127438145 ,Nb0.1Mo0.15Ta0.48W0.27,0.030346013152448333,5.299787459449103,-0.017300524360796876,2.2619999999999996,1.0439264486194542,-0.010148498295875639,160.17642039999998,16017.342040000001,-11.020428968634167,0.07987793492122408,0.17572500000000002,5.42,6.2928,8.071000000000002,18.0,2.0,0,16.0,0,95.3886,0.4241276415752596,21.620988,-0.08210874097575545
Nb13Mo31Ta5W51,13,31,5,51,0.8085,Nb13 Mo31 Ta5 W51,Nb0.08351133929704173 Mo0.2056449105473403 Ta0.06255759748419856 W0.6482861526714193 ,Nb0.13Mo0.31Ta0.05W0.51,0.023576155059322104,7.490910557996801,0.011138574473700648,1.685,1.0443166600285962,-0.009324049301627089,144.6312234,14462.502340000001,-16.774848355754354,0.05940825411554473,0.12604499999999996,5.82,4.1128,8.042300000000001,18.0,2.0,0,16.0,0,122.23259999999999,0.3244791248342145,19.781388,-0.06550127855613387
Nb33Mo48Ta4W15,33,48,4,15,1.7429,Nb33 Mo48 Ta4 W15,Nb0.2749098378366071 Mo0.4129255488381328 Ta0.0648999397714688 W0.24726467355379123 ,Nb0.33Mo0.48Ta0.04W0.15,0.02045787958636557,4.726769953165079,-0.0022067501079930697,1.5192,1.044066923901233,-0.009407182093735391,111.53382059999998,11152.42206,-22.476998395937642,0.06989920296341506,0.15898500000000004,5.630000000000001,5.937600000000001,7.430700000000001,18.0,2.0,0,16.0,0,93.6459,0.45685687261536717,22.627323,-0.09366429680878297
Nb30Mo12Ta5W53,30,12,5,53,1.9413,Nb30 Mo12 Ta5 W53,Nb0.19107718091294315 Mo0.07892652684040757 Ta0.06202482327294337 W0.6679714689737059 ,Nb0.3Mo0.12Ta0.05W0.53,0.02770258747657119,4.430497636569894,-0.0008563829677983903,2.0014,1.044247569492073,-0.009161159716689554,145.869708,14586.730800000001,-11.937401055226438,0.07693311726244943,0.17386499999999996,5.65,6.814,8.211400000000001,18.0,2.0,0,16.0,0,109.66050000000001,0.46920879400554066,26.540595,-0.1119937165889125
Nb3Mo11Ta59W27,3,11,59,27,1.365,Nb3 Mo11 Ta59 W27,Nb0.016420682005650583 Mo0.06217514357945882 Ta0.6289699667827643 W0.29243420763212635 ,Nb0.03Mo0.11Ta0.59W0.27,0.0310967721527754,4.612774519210238,-0.01805888233456135,2.2146,1.0438836256275759,-0.008420587904318204,169.7388406,16973.66406,-8.707867071604452,0.08000882001886982,0.17092500000000002,5.38,6.0968,8.1593,18.0,2.0,0,16.0,0,95.6874,0.3998286285094021,19.343868,-0.06485041915109938
Nb11Mo2Ta21W66,11,2,21,66,1.254,Nb11 Mo2 Ta21 W66,Nb0.059599843628307905 Mo0.011190167990419955 Ta0.22160506915216477 W0.7076049192291073 ,Nb0.11Mo0.02Ta0.21W0.66,0.03156950583555804,4.22380192218611,0.0012078807517338951,2.0998,1.044284383927782,-0.007673962678780546,171.4723566,17147.19566,-7.699882804264124,0.07645961440194789,0.16422,5.68,6.3408,8.5441,18.0,2.0,0,16.0,0,121.83840000000001,0.36872529637184714,21.657648000000002,-0.08259559191351393
Nb51Mo11Ta29W9,51,11,29,9,1.1831,Nb51 Mo11 Ta29 W9,Nb0.3732175078197676 Mo0.0831263464935713 Ta0.41333082128466436 W0.13032532440199682 ,Nb0.51Mo0.11Ta0.29W0.09,0.02028176546423812,6.944241031620557,0.00326364991449958,1.3794,1.0437893371766522,-0.009660075099095458,126.95833900000001,12695.613899999998,-23.483833368477484,0.06431877400267846,0.10828500000000005,5.200000000000001,4.183999999999999,7.7609,18.0,2.0,0,16.0,0,65.53200000000001,0.5650183897278119,18.38436,-0.10179536731100206
Nb9Mo17Ta40W34,9,17,40,34,1.621,Nb9 Mo17 Ta40 W34,Nb0.05240522190617085 Mo0.10221982940069649 Ta0.45362816034574793 W0.3917467883473847 ,Nb0.09Mo0.17Ta0.4W0.34,0.03130663956671783,5.289187899799179,-0.010895519285032034,2.3772,1.0440169481524901,-0.010402970198679931,159.55952620000002,15955.61262,-10.61413110929661,0.08022573288041927,0.18360000000000004,5.51,6.5144,8.1067,18.0,2.0,0,16.0,0,102.5463,0.40625401738386985,22.680747000000004,-0.08074024955493275
Nb8Mo77Ta9W6,8,77,9,6,0.7575,Nb8 Mo77 Ta9 W6,Nb0.06842544842537618 Mo0.6800996729027861 Ta0.14992640773915422 W0.10154847093268372 ,Nb0.08Mo0.77Ta0.09W0.06,0.016167766591791925,6.14138203090161,0.011990495863980202,0.9538,1.0441056397564028,-0.0065583235387211,108.6374196,10862.201959999999,-25.08954446116898,0.05094708996430774,0.09312000000000005,5.830000000000001,3.1692,7.12,18.0,2.0,0,16.0,0,107.5239,0.24699058273352334,11.044443000000001,-0.03713134714328489
Nb16Mo67Ta6W11,16,67,6,11,0.7537,Nb16 Mo67 Ta6 W11,Nb0.1348618102857323 Mo0.5831737680989195 Ta0.09849818170788752 W0.18346623990746067 ,Nb0.16Mo0.67Ta0.06W0.11,0.017793233815040138,5.853357715223752,0.008430499293959814,1.1908,1.0441124808813975,-0.008090668394814952,110.23749359999996,11022.40936,-25.55492613932489,0.05764894961802963,0.11764500000000004,5.779999999999999,4.1248000000000005,7.245599999999999,18.0,2.0,0,16.0,0,104.53139999999996,0.32303200951223526,15.922668,-0.05821969322410956
Nb29Mo31Ta14W26,29,31,14,26,1.8134,Nb29 Mo31 Ta14 W26,Nb0.20754748567360135 Mo0.22910541181024893 Ta0.19514412229763264 W0.36820298021851705 ,Nb0.29Mo0.31Ta0.14W0.26,0.025680319936250667,5.407016878505411,-0.006534993014656356,1.9908000000000001,1.044066923901233,-0.011203491091022325,129.8215534,12981.53534,-16.988401366222114,0.07575983366208787,0.17592000000000002,5.57,6.457599999999999,7.7575,18.0,2.0,0,16.0,0,96.15809999999999,0.47249724677314464,25.132922999999998,-0.1037432481690022
Nb7Mo30Ta62W1,7,30,62,1,1.2757,Nb7 Mo30 Ta62 W1,Nb0.04355622438653134 Mo0.1927647488169035 Ta0.7513665150105533 W0.01231251178601193 ,Nb0.07Mo0.3Ta0.62W0.01,0.019683584036890373,5.252031146009468,-0.019989336231441748,1.3664000000000003,1.0437289927184594,-0.0073975805565118,149.3175322,14931.15322,-19.093315355964886,0.06610566158224111,0.1298250000000001,5.31,4.420000000000001,7.6869,18.0,2.0,0,16.0,0,81.4683,0.3109722592107184,12.480506999999998,-0.0455551363883323
Nb3Mo32Ta11W54,3,32,11,54,1.4963,Nb3 Mo32 Ta11 W54,Nb0.018256808908437394 Mo0.2010980081727271 Ta0.13037798388376007 W0.6502671990350755 ,Nb0.03Mo0.32Ta0.11W0.54,0.024291474140716002,9.38956079496649,0.013926541866676113,1.6709999999999998,1.0443351301812431,-0.008691093635706651,152.6722582,15266.58582,-14.728777004528181,0.053815792243686045,0.10949999999999993,5.86,3.116,8.1065,18.0,2.0,0,16.0,0,128.3538,0.2485891108255285,15.822852000000001,-0.03888848906368475
Nb5Mo29Ta57W9,5,29,57,9,1.3372,Nb5 Mo29 Ta57 W9,Nb0.030530415121920056 Mo0.18285838448793998 Ta0.677868606729459 W0.10874259366068088 ,Nb0.05Mo0.29Ta0.57W0.09,0.024484461445908427,5.291340869667875,-0.016489433599373236,1.7601999999999998,1.0438072574342094,-0.008695554942778773,152.1596106,15215.38106,-14.504948523184137,0.07246199645340735,0.15364500000000006,5.380000000000001,5.234399999999999,7.7743,18.0,2.0,0,16.0,0,88.3674,0.34785386549835634,15.632507999999998,-0.05102214420179775
Nb3Mo2Ta56W39,3,2,56,39,1.4012,Nb3 Mo2 Ta56 W39,Nb0.015681777608254416 Mo0.010795883940628756 Ta0.5701249190110376 W0.4033974194400794 ,Nb0.03Mo0.02Ta0.56W0.39,0.0341752300727617,3.703645687351827,-0.01808861359568873,2.4120000000000004,1.0439580699906637,-0.007277767025180014,177.7348042,17773.44042,-6.231251137435514,0.08401921097276872,0.18082500000000004,5.41,6.7280000000000015,8.3705,18.0,2.0,0,16.0,0,101.56530000000001,0.41364791868073275,21.158547000000002,-0.0738696783699635
Nb17Mo37Ta13W33,17,37,13,33,0.9681,Nb17 Mo37 Ta13 W33,Nb0.11657673032425216 Mo0.26201059209878097 Ta0.17362580084164347 W0.44778687673532347 ,Nb0.17Mo0.37Ta0.13W0.33,0.025572413284678644,6.298610856416477,0.0026643538118294075,1.9506000000000001,1.04416044385507,-0.010809807745242666,135.489709,13548.230899999999,-16.53006421878532,0.0694057693375776,0.159165,5.699999999999999,5.468,7.800300000000001,18.0,2.0,0,16.0,0,108.63300000000001,0.38366498443377767,22.524540000000002,-0.08053063856440099
Nb43Mo7Ta1W49,43,7,1,49,1.5332,Nb43 Mo7 Ta1 W49,Nb0.2883279251881185 Mo0.04846971507652703 Ta0.013059489840825524 W0.650142869894529 ,Nb0.43Mo0.07Ta0.01W0.49,0.027943550009825728,3.3294843137421637,-0.007222079715017002,2.005,1.0441970755265206,-0.007853807460490022,138.55802219999998,13855.662219999998,-10.058126470810404,0.081820013211878,0.18532500000000002,5.56,7.616,8.1745,18.0,2.0,0,16.0,0,99.8748,0.5561226964742949,28.556232,-0.1336324405161795
Nb39Mo36Ta9W16,39,36,9,16,1.4134,Nb39 Mo36 Ta9 W16,Nb0.31109291027891406 Mo0.29653924880401783 Ta0.1398221503228048 W0.2525456905942633 ,Nb0.39Mo0.36Ta0.09W0.16,0.02241037383672192,4.842303677813877,-0.01004148558797372,1.6997999999999998,1.0440101443579277,-0.010350513623528939,116.47879739999999,11647.159740000001,-20.609321721424315,0.07447692251062223,0.16992000000000007,5.5200000000000005,6.4176,7.560500000000001,18.0,2.0,0,16.0,0,86.9616,0.512017471223855,24.185808,-0.10774368684198478
